row_id	arm	choice	p_consistent	p_contradicted	p_not_checkable	confidence	baseline
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.configValueOffset(byte[], int)	real	consistent	0.730	0.250	0.020	0.600	1.000
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.configValueOffset(byte[], int)	swapped	contradicted	0.040	0.770	0.190	0.660	0.667
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.messageEnd(byte[])	real	consistent	0.590	0.400	0.010	0.390	0.000
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.messageEnd(byte[])	swapped	consistent	0.680	0.260	0.050	0.530	0.000
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.prototypeTransaction(Instruction[])	real	not_checkable	0.120	0.250	0.630	0.460	1.000
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.prototypeTransaction(Instruction[])	swapped	not_checkable	0.020	0.010	0.970	0.970	1.000
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.requireIncludedInstructionAccount(AccountMeta[], int)	real	consistent	0.910	0.060	0.030	0.860	0.667
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.requireIncludedInstructionAccount(AccountMeta[], int)	swapped	not_checkable	0.000	0.000	1.000	0.990	1.000
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.requireSignatureBlockOffset(byte[])	real	consistent	0.970	0.020	0.010	0.960	0.250
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.requireSignatureBlockOffset(byte[])	swapped	not_checkable	0.070	0.120	0.810	0.720	1.000
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.signaturesOffset()	real	consistent	0.970	0.020	0.010	0.970	1.000
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.signaturesOffset()	swapped	not_checkable	0.010	0.460	0.530	0.300	0.857
sava#sava-core/src/main/java/software/sava/core/zk/ElGamal.java#ElGamal.AE_CIPHERTEXT_LEN	real	consistent	0.570	0.030	0.400	0.360	0.000
sava#sava-core/src/main/java/software/sava/core/zk/ElGamal.java#ElGamal.AE_CIPHERTEXT_LEN	swapped	not_checkable	0.290	0.240	0.470	0.220	1.000
sava#sava-core/src/main/java/software/sava/core/zk/ElGamal.java#ElGamal.AE_KEY_LEN	real	consistent	0.910	0.050	0.040	0.870	1.000
sava#sava-core/src/main/java/software/sava/core/zk/ElGamal.java#ElGamal.AE_KEY_LEN	swapped	contradicted	0.020	0.660	0.320	0.490	1.000
sava#sava-core/src/main/java/software/sava/core/zk/ElGamal.java#ElGamal.RISTRETTO_POINT_LEN	real	not_checkable	0.090	0.420	0.490	0.240	1.000
sava#sava-core/src/main/java/software/sava/core/zk/ElGamal.java#ElGamal.RISTRETTO_POINT_LEN	swapped	contradicted	0.030	0.510	0.460	0.270	1.000
sava#sava-examples/src/main/java/software/sava/examples/SubscribeToLookupTables.java#SubscribeToLookupTables.connect(SolanaRpcWebsocket)	real	contradicted	0.300	0.620	0.080	0.440	1.000
sava#sava-examples/src/main/java/software/sava/examples/SubscribeToTokenAccounts.java#SubscribeToTokenAccounts.connect(SolanaRpcWebsocket)	real	consistent	0.440	0.330	0.230	0.170	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/PrivateKeyEncoding.java#PrivateKeyEncoding.fromJsonPrivateKey(JsonIterator)	real	consistent	0.710	0.030	0.260	0.570	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/PublicKeyEncoding.java#PublicKeyEncoding.parseObjectFieldBase58Encoded(JsonIterator)	real	not_checkable	0.100	0.230	0.670	0.500	0.600
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/BaseSolanaJsonRpcClient.java#BaseSolanaJsonRpcClient.appendMinContextSlot(StringBuilder, BigInteger)	real	consistent	0.990	0.010	0.000	0.990	0.667
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.MAX_DOUBLED_TIMEOUT	real	consistent	0.920	0.040	0.040	0.880	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.MAX_DOUBLED_TIMEOUT	swapped	not_checkable	0.000	0.050	0.950	0.920	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.MIN_GZIP_BUFFER	real	consistent	0.690	0.060	0.250	0.540	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.MIN_GZIP_BUFFER	swapped	not_checkable	0.000	0.010	0.990	0.980	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.gzipBufferSize(HttpResponse<?>)	real	consistent	0.810	0.180	0.010	0.710	0.889
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.gzipBufferSize(HttpResponse<?>)	swapped	not_checkable	0.050	0.040	0.910	0.870	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.isGzipEncoded(HttpResponse<?>)	real	not_checkable	0.290	0.090	0.620	0.430	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.isGzipEncoded(HttpResponse<?>)	swapped	not_checkable	0.180	0.040	0.780	0.670	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.listsGzip(String)	real	consistent	0.990	0.010	0.000	0.980	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.listsGzip(String)	swapped	not_checkable	0.070	0.020	0.910	0.870	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.readBody(HttpResponse<?>)	real	not_checkable	0.060	0.070	0.870	0.800	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.readBody(HttpResponse<?>)	swapped	not_checkable	0.060	0.180	0.760	0.630	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.sendPostRequestNoWrap(URI, HttpResponse.BodyHandler<H>, Function<HttpResponse<H>, R>, Duration, String)	real	not_checkable	0.420	0.150	0.430	0.140	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.sendPostRequestNoWrap(URI, HttpResponse.BodyHandler<H>, Function<HttpResponse<H>, R>, Duration, String)	swapped	not_checkable	0.010	0.020	0.970	0.950	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/ProgramAccountsRequest.java#ProgramAccountsRequest$Builder.encoding(RpcEncoding)	real	consistent	0.580	0.110	0.310	0.370	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/ProgramAccountsRequest.java#ProgramAccountsRequest$Builder.encoding(RpcEncoding)	swapped	not_checkable	0.040	0.330	0.630	0.440	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/ProgramAccountsRequest.java#ProgramAccountsRequest$Builder.zstdDecompressor(ZstdDecompressor)	real	consistent	0.730	0.020	0.250	0.590	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/ProgramAccountsRequest.java#ProgramAccountsRequest$Builder.zstdDecompressor(ZstdDecompressor)	swapped	not_checkable	0.360	0.210	0.430	0.140	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/ProgramAccountsRequest.java#ProgramAccountsRequest.zstdDecompressor()	real	consistent	0.680	0.280	0.040	0.510	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/ProgramAccountsRequest.java#ProgramAccountsRequest.zstdDecompressor()	swapped	not_checkable	0.220	0.150	0.630	0.440	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.getAccounts(SequencedCollection<PublicKey>)	real	not_checkable	0.040	0.030	0.930	0.900	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.getAccounts(SequencedCollection<PublicKey>)	swapped	not_checkable	0.000	0.010	0.990	0.980	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.getMultipleAccounts(Commitment, SequencedCollection<PublicKey>)	real	not_checkable	0.050	0.040	0.910	0.860	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.getMultipleAccounts(Commitment, SequencedCollection<PublicKey>)	swapped	not_checkable	0.060	0.020	0.920	0.870	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.getMultipleAccounts(SequencedCollection<PublicKey>)	real	not_checkable	0.020	0.010	0.970	0.960	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.getMultipleAccounts(SequencedCollection<PublicKey>)	swapped	not_checkable	0.060	0.020	0.920	0.880	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.sendTransaction(Commitment, String, boolean)	real	not_checkable	0.010	0.030	0.960	0.940	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.sendTransaction(Commitment, String, boolean)	swapped	not_checkable	0.010	0.010	0.980	0.980	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.sendTransaction(String)	real	consistent	0.500	0.130	0.370	0.250	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.sendTransaction(String)	swapped	contradicted	0.060	0.510	0.430	0.270	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.sendTransaction(String, boolean)	real	consistent	0.600	0.060	0.340	0.400	0.667
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.sendTransaction(String, boolean)	swapped	not_checkable	0.000	0.000	1.000	0.990	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.sendTransactionSkipPreflight(String)	real	consistent	0.950	0.020	0.030	0.930	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.sendTransactionSkipPreflight(String)	swapped	consistent	0.460	0.110	0.430	0.200	0.800
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClientBuilder.java#SolanaRpcClientBuilder.compressResponses()	real	consistent	0.790	0.110	0.100	0.690	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/request/RpcEncoding.java#RpcEncoding.parseEncoding(JsonIterator)	real	not_checkable	0.030	0.010	0.960	0.940	0.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/response/BlockTx.java#BlockTx.skeleton()	real	consistent	0.950	0.040	0.010	0.920	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/response/TxReward.java#TxReward.<init>(PublicKey, long, long, RewardType, int)	real	not_checkable	0.280	0.010	0.710	0.560	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/NanoClock.java#NanoClock.currentTimeMillis()	real	consistent	0.890	0.050	0.060	0.840	0.667
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket$Connection.attemptSeqs	real	not_checkable	0.300	0.000	0.700	0.540	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket$Connection.attemptSeqs	swapped	not_checkable	0.250	0.030	0.720	0.580	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket$Connection.inFlightUnsubs	real	not_checkable	0.350	0.010	0.640	0.470	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket$Connection.inFlightUnsubs	swapped	not_checkable	0.200	0.020	0.780	0.680	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket$Connection.killedSubIds	real	not_checkable	0.300	0.010	0.690	0.540	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket$Connection.killedSubIds	swapped	not_checkable	0.340	0.010	0.650	0.480	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket$Connection.lifecycle	real	consistent	0.700	0.070	0.230	0.550	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket$Connection.lifecycle	swapped	not_checkable	0.020	0.080	0.900	0.850	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket$Connection.pingProbe	real	consistent	0.500	0.010	0.490	0.250	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket$Connection.pingProbe	swapped	not_checkable	0.010	0.050	0.940	0.910	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket$Connection.retiredSubIds	real	not_checkable	0.460	0.010	0.530	0.290	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket$Connection.retiredSubIds	swapped	not_checkable	0.040	0.030	0.930	0.880	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.CLOSE_GRACE_MILLIS	real	consistent	0.690	0.060	0.250	0.530	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.CLOSE_GRACE_MILLIS	swapped	not_checkable	0.020	0.120	0.860	0.780	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.UNANSWERED_ESCALATION_FACTOR	real	not_checkable	0.460	0.020	0.520	0.280	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.UNANSWERED_ESCALATION_FACTOR	swapped	not_checkable	0.060	0.110	0.830	0.740	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.adopt(WebSocket, long)	real	consistent	0.990	0.010	0.000	0.980	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.adopt(WebSocket, long)	swapped	not_checkable	0.190	0.130	0.680	0.530	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.answerPingDeadlineTransition(PingDeadlineTransition)	real	not_checkable	0.140	0.100	0.760	0.640	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.answerPingDeadlineTransition(PingDeadlineTransition)	swapped	not_checkable	0.030	0.280	0.690	0.540	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.answerPingProbe(Connection)	real	consistent	0.740	0.110	0.150	0.610	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.answerPingProbe(Connection)	swapped	contradicted	0.060	0.540	0.400	0.300	0.667
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.buildReservedAttempt(long, CompletableFuture<WebSocket>)	real	contradicted	0.270	0.430	0.300	0.150	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.buildReservedAttempt(long, CompletableFuture<WebSocket>)	swapped	contradicted	0.370	0.500	0.130	0.260	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.checkCycle(long)	real	not_checkable	0.080	0.300	0.620	0.430	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.checkCycle(long)	swapped	not_checkable	0.380	0.170	0.450	0.180	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.claimFailedPing(Connection)	real	consistent	0.430	0.300	0.270	0.140	0.333
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.claimFailedPing(Connection)	swapped	not_checkable	0.210	0.030	0.760	0.650	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.claimPingDeadlineTransition(PingDeadlineTransition)	real	consistent	0.890	0.090	0.020	0.850	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.claimPingDeadlineTransition(PingDeadlineTransition)	swapped	contradicted	0.150	0.670	0.180	0.500	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.connect()	real	consistent	0.540	0.230	0.230	0.300	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.connect()	swapped	not_checkable	0.110	0.380	0.510	0.260	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.connectionFor(WebSocket)	real	consistent	0.680	0.070	0.250	0.520	0.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.connectionFor(WebSocket)	swapped	not_checkable	0.100	0.070	0.830	0.740	0.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.consumerThrew(String, RuntimeException)	real	not_checkable	0.360	0.060	0.580	0.370	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.consumerThrew(String, RuntimeException)	swapped	not_checkable	0.190	0.040	0.770	0.650	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.deliverEscalation(Connection, Throwable)	real	consistent	0.680	0.180	0.140	0.530	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.deliverEscalation(Connection, Throwable)	swapped	consistent	0.400	0.270	0.330	0.100	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.deliverRetiredError(Throwable)	real	not_checkable	0.260	0.060	0.680	0.530	0.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.deliverRetiredError(Throwable)	swapped	not_checkable	0.080	0.010	0.910	0.860	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.deliverRetiredPingFailure(Throwable)	real	consistent	0.790	0.090	0.120	0.690	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.deliverRetiredPingFailure(Throwable)	swapped	not_checkable	0.040	0.300	0.660	0.490	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.dispatchException(RuntimeException)	real	consistent	0.870	0.090	0.040	0.790	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.dispatchException(RuntimeException)	swapped	not_checkable	0.010	0.020	0.970	0.960	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.equivalentRequests(Subscription<?>, Subscription<?>)	real	consistent	0.930	0.030	0.040	0.910	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.equivalentRequests(Subscription<?>, Subscription<?>)	swapped	not_checkable	0.060	0.230	0.710	0.570	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.escalateUnanswered(Connection, long)	real	consistent	0.780	0.130	0.090	0.670	0.750
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.escalateUnanswered(Connection, long)	swapped	contradicted	0.260	0.480	0.260	0.220	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.escalateUnansweredPing(Connection, long)	real	not_checkable	0.290	0.010	0.700	0.550	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.escalateUnansweredPing(Connection, long)	swapped	not_checkable	0.090	0.090	0.820	0.730	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.executorServiceShutdown()	real	not_checkable	0.190	0.050	0.760	0.640	0.667
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.executorServiceShutdown()	swapped	not_checkable	0.060	0.430	0.510	0.260	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.flushPendingUnSubscriptions(Connection, long)	real	consistent	0.840	0.050	0.110	0.770	0.667
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.flushPendingUnSubscriptions(Connection, long)	swapped	not_checkable	0.010	0.140	0.850	0.770	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.handlePendingSubscriptions(Connection)	real	contradicted	0.230	0.490	0.280	0.230	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.handlePendingSubscriptions(Connection)	swapped	not_checkable	0.010	0.100	0.890	0.840	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.isRequestDefect(long)	real	consistent	0.890	0.030	0.080	0.830	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.isRequestDefect(long)	swapped	not_checkable	0.020	0.270	0.710	0.560	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.ownBuild(CompletableFuture<WebSocket>, long)	real	consistent	0.970	0.030	0.000	0.950	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.ownBuild(CompletableFuture<WebSocket>, long)	swapped	contradicted	0.360	0.440	0.200	0.150	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.pacingMillis()	real	consistent	0.690	0.220	0.090	0.540	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.pacingMillis()	swapped	not_checkable	0.010	0.110	0.880	0.810	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.prepareCheckCycleDelivery(long)	real	consistent	0.690	0.210	0.100	0.530	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.prepareCheckCycleDelivery(long)	swapped	contradicted	0.220	0.520	0.260	0.280	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.preparePingDeadlineTransition()	real	contradicted	0.290	0.530	0.180	0.300	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.preparePingDeadlineTransition()	swapped	not_checkable	0.130	0.220	0.650	0.470	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.queueText(Connection, String)	real	consistent	0.470	0.320	0.210	0.210	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.queueText(Connection, String)	swapped	contradicted	0.020	0.580	0.400	0.370	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.readSubscriptionId(JsonIterator)	real	consistent	0.720	0.200	0.080	0.580	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.readSubscriptionId(JsonIterator)	swapped	not_checkable	0.020	0.070	0.910	0.850	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.recordFailedPing(Connection, PingProbe, Throwable)	real	contradicted	0.480	0.490	0.030	0.230	0.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.recordFailedPing(Connection, PingProbe, Throwable)	swapped	consistent	0.430	0.280	0.290	0.140	1.000
