row_id	arm	choice	p_applies	p_does_not_apply	p_cannot	confidence	construct_absent	word_baseline
glam-sdk-java/services#services#SingleAssetFulfillmentServiceEntrypoint.main#RemoveConditionalMutator_EQUAL_ELSE#NO_COVERAGE#46	real	does_not_apply	0.010	0.900	0.090	0.840	0.320	false
glam-sdk-java/services#services#SingleAssetFulfillmentServiceEntrypoint.main#RemoveConditionalMutator_EQUAL_ELSE#NO_COVERAGE#46	swapped	does_not_apply	0.010	0.920	0.070	0.870	0.350	false
glam-sdk-java/services#services#SingleAssetFulfillmentServiceEntrypoint.main#RemoveConditionalMutator_EQUAL_IF#NO_COVERAGE#39	real	does_not_apply	0.010	0.930	0.060	0.900	0.330	false
glam-sdk-java/services#services#SingleAssetFulfillmentServiceEntrypoint.main#RemoveConditionalMutator_EQUAL_IF#NO_COVERAGE#39	swapped	does_not_apply	0.020	0.910	0.070	0.870	0.330	false
glam-sdk-java/services#services#SingleAssetFulfillmentServiceEntrypoint.main#RemoveConditionalMutator_EQUAL_IF#NO_COVERAGE#46	real	does_not_apply	0.010	0.930	0.060	0.900	0.370	false
glam-sdk-java/services#services#SingleAssetFulfillmentServiceEntrypoint.main#RemoveConditionalMutator_EQUAL_IF#NO_COVERAGE#46	swapped	does_not_apply	0.010	0.940	0.050	0.910	0.310	false
glam-sdk-java/services#services#SingleAssetFulfillmentServiceEntrypoint.main#VoidMethodCallMutator#NO_COVERAGE#40	real	does_not_apply	0.010	0.920	0.070	0.880	0.360	false
glam-sdk-java/services#services#SingleAssetFulfillmentServiceEntrypoint.main#VoidMethodCallMutator#NO_COVERAGE#40	swapped	does_not_apply	0.000	0.980	0.020	0.970	0.300	false
glam-sdk-java/services#services#SingleAssetFulfillmentServiceEntrypoint.main#VoidMethodCallMutator#NO_COVERAGE#47	real	does_not_apply	0.010	0.920	0.070	0.880	0.290	false
glam-sdk-java/services#services#SingleAssetFulfillmentServiceEntrypoint.main#VoidMethodCallMutator#NO_COVERAGE#47	swapped	does_not_apply	0.000	0.980	0.020	0.970	0.310	false
glam-sdk-java/services#services#SingleAssetFulfillmentServiceEntrypoint.main#VoidMethodCallMutator#NO_COVERAGE#52	real	does_not_apply	0.010	0.920	0.070	0.880	0.380	false
glam-sdk-java/services#services#SingleAssetFulfillmentServiceEntrypoint.main#VoidMethodCallMutator#NO_COVERAGE#52	swapped	does_not_apply	0.000	0.980	0.020	0.960	0.300	false
http-servers/http-servers-core#logging#BaseJulLogger.formatPlaceholders#MathMutator#SURVIVED#61	real	applies	0.730	0.270	0.000	0.590	0.080	true
http-servers/http-servers-core#logging#BaseJulLogger.formatPlaceholders#MathMutator#SURVIVED#61	swapped	does_not_apply	0.000	1.000	0.000	0.990	0.090	false
http-servers/http-servers-core#logging#BaseJulLogger.log#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#26	real	does_not_apply	0.460	0.470	0.070	0.200	0.800	false
http-servers/http-servers-core#logging#BaseJulLogger.log#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#26	swapped	does_not_apply	0.120	0.860	0.020	0.790	0.830	false
http-servers/http-servers-core#logging#BaseJulLogger.logFormat#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#38	real	applies	0.500	0.400	0.100	0.240	0.790	false
http-servers/http-servers-core#logging#BaseJulLogger.logFormat#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#38	swapped	does_not_apply	0.150	0.830	0.020	0.750	0.820	false
http-servers/http-servers-core#logging#BaseJulLogger.resolveCaller#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#51	real	applies	0.850	0.150	0.000	0.770	0.260	false
http-servers/http-servers-core#logging#BaseJulLogger.resolveCaller#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#51	swapped	applies	0.630	0.360	0.010	0.460	0.200	true
http-servers/http-servers-core#logging#BaseJulLogger.stringify#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#93	real	does_not_apply	0.280	0.670	0.050	0.510	0.720	false
http-servers/http-servers-core#logging#BaseJulLogger.stringify#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#93	swapped	does_not_apply	0.450	0.520	0.030	0.270	0.810	false
http-servers/http-servers-fusionauth#dispatch#FusionAuthController.handle#RemoveConditionalMutator_EQUAL_IF#SURVIVED#26	real	applies	0.740	0.260	0.000	0.600	0.850	false
http-servers/http-servers-fusionauth#dispatch#FusionAuthController.handle#RemoveConditionalMutator_EQUAL_IF#SURVIVED#26	swapped	does_not_apply	0.080	0.920	0.000	0.870	0.830	true
http-servers/http-servers-fusionauth#dispatch#FusionAuthController.handle#RemoveConditionalMutator_EQUAL_IF#SURVIVED#61	real	cannot_tell	0.110	0.060	0.830	0.740	0.250	false
http-servers/http-servers-fusionauth#dispatch#FusionAuthController.handle#RemoveConditionalMutator_EQUAL_IF#SURVIVED#61	swapped	cannot_tell	0.080	0.110	0.810	0.710	0.220	true
http-servers/http-servers-fusionauth#dispatch#FusionAuthRequest.body#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#37	real	applies	0.730	0.270	0.000	0.600	0.910	true
http-servers/http-servers-fusionauth#dispatch#FusionAuthRequest.body#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#37	swapped	applies	0.770	0.230	0.000	0.650	0.920	true
http-servers/http-servers-jetty#dispatch#JettyCachedJsonResponseHandler.handle#BooleanFalseReturnValsMutator#SURVIVED#28	real	applies	1.000	0.000	0.000	0.990	0.880	true
http-servers/http-servers-jetty#dispatch#JettyCachedJsonResponseHandler.handle#BooleanFalseReturnValsMutator#SURVIVED#28	swapped	does_not_apply	0.050	0.950	0.000	0.930	0.870	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#BooleanFalseReturnValsMutator#SURVIVED#102	real	applies	0.920	0.080	0.000	0.880	0.790	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#BooleanFalseReturnValsMutator#SURVIVED#102	swapped	does_not_apply	0.020	0.980	0.000	0.970	0.770	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#BooleanFalseReturnValsMutator#SURVIVED#81	real	applies	0.960	0.040	0.000	0.940	0.820	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#BooleanFalseReturnValsMutator#SURVIVED#81	swapped	does_not_apply	0.020	0.980	0.000	0.970	0.740	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#BooleanFalseReturnValsMutator#SURVIVED#93	real	applies	0.940	0.060	0.000	0.910	0.820	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#BooleanFalseReturnValsMutator#SURVIVED#93	swapped	does_not_apply	0.040	0.960	0.000	0.940	0.750	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#BooleanTrueReturnValsMutator#SURVIVED#96	real	applies	0.950	0.050	0.000	0.920	0.830	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#BooleanTrueReturnValsMutator#SURVIVED#96	swapped	does_not_apply	0.030	0.970	0.000	0.950	0.720	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#NakedReceiverMutator#NO_COVERAGE#57	real	does_not_apply	0.040	0.880	0.080	0.820	0.860	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#NakedReceiverMutator#NO_COVERAGE#57	swapped	does_not_apply	0.010	0.950	0.040	0.930	0.850	false
http-servers/http-servers-jetty#dispatch#JettyController.handle#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#52	real	applies	0.930	0.070	0.000	0.880	0.770	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#52	swapped	does_not_apply	0.360	0.620	0.020	0.430	0.790	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#RemoveConditionalMutator_EQUAL_IF#SURVIVED#39	real	applies	0.660	0.330	0.010	0.500	0.920	false
http-servers/http-servers-jetty#dispatch#JettyController.handle#RemoveConditionalMutator_EQUAL_IF#SURVIVED#39	swapped	does_not_apply	0.040	0.960	0.000	0.940	0.900	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#RemoveConditionalMutator_EQUAL_IF#SURVIVED#84	real	applies	0.860	0.140	0.000	0.780	0.160	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#RemoveConditionalMutator_EQUAL_IF#SURVIVED#84	swapped	does_not_apply	0.180	0.820	0.000	0.720	0.150	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#VoidMethodCallMutator#NO_COVERAGE#56	real	does_not_apply	0.340	0.570	0.090	0.360	0.830	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#VoidMethodCallMutator#NO_COVERAGE#56	swapped	does_not_apply	0.020	0.940	0.040	0.910	0.860	false
http-servers/http-servers-jetty#dispatch#JettyController.handle#VoidMethodCallMutator#NO_COVERAGE#58	real	does_not_apply	0.460	0.490	0.050	0.220	0.820	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#VoidMethodCallMutator#NO_COVERAGE#58	swapped	does_not_apply	0.010	0.960	0.030	0.940	0.830	false
http-servers/http-servers-jetty#dispatch#JettyController.handle#VoidMethodCallMutator#SURVIVED#100	real	applies	0.680	0.310	0.010	0.530	0.120	true
http-servers/http-servers-jetty#dispatch#JettyController.handle#VoidMethodCallMutator#SURVIVED#100	swapped	does_not_apply	0.000	1.000	0.000	1.000	0.120	false
http-servers/http-servers-sava#handlers#HandlerUtil.parsePublicKeyParams#ConditionalsBoundaryMutator#SURVIVED#38	real	applies	0.990	0.010	0.000	0.980	0.910	true
http-servers/http-servers-sava#handlers#HandlerUtil.parsePublicKeyParams#ConditionalsBoundaryMutator#SURVIVED#38	swapped	does_not_apply	0.200	0.790	0.010	0.700	0.880	true
http-servers/http-servers-sava#handlers#HandlerUtil.parsePublicKeyParams#ConditionalsBoundaryMutator#SURVIVED#42	real	applies	0.950	0.050	0.000	0.920	0.900	true
http-servers/http-servers-sava#handlers#HandlerUtil.parsePublicKeyParams#ConditionalsBoundaryMutator#SURVIVED#42	swapped	does_not_apply	0.090	0.900	0.010	0.860	0.890	true
http-servers/http-servers-sava#handlers#HandlerUtil.parsePublicKeyParams#ConditionalsBoundaryMutator#SURVIVED#42	real	applies	0.950	0.050	0.000	0.920	0.900	true
http-servers/http-servers-sava#handlers#HandlerUtil.parsePublicKeyParams#ConditionalsBoundaryMutator#SURVIVED#42	swapped	does_not_apply	0.090	0.900	0.010	0.860	0.890	true
http-servers/http-servers-sava#handlers#HandlerUtil.parsePublicKeyParams#EmptyObjectReturnValsMutator#SURVIVED#30	real	applies	0.920	0.080	0.000	0.880	0.240	true
http-servers/http-servers-sava#handlers#HandlerUtil.parsePublicKeyParams#EmptyObjectReturnValsMutator#SURVIVED#30	swapped	does_not_apply	0.070	0.930	0.000	0.900	0.390	false
http-servers/http-servers-sava#handlers#HandlerUtil.parsePublicKeyParams#EmptyObjectReturnValsMutator#SURVIVED#34	real	applies	0.930	0.070	0.000	0.890	0.220	true
http-servers/http-servers-sava#handlers#HandlerUtil.parsePublicKeyParams#EmptyObjectReturnValsMutator#SURVIVED#34	swapped	does_not_apply	0.080	0.920	0.000	0.880	0.360	false
http-servers/http-servers-sava#x402#SvmExactSettler.settle#RemoveConditionalMutator_EQUAL_IF#SURVIVED#95	real	does_not_apply	0.020	0.910	0.070	0.880	0.720	false
http-servers/http-servers-sava#x402#SvmExactSettler.settle#RemoveConditionalMutator_EQUAL_IF#SURVIVED#95	swapped	does_not_apply	0.000	0.950	0.050	0.920	0.660	false
http-servers/http-servers-sava#x402#SvmExactVerifier.verify#ConditionalsBoundaryMutator#SURVIVED#94	real	does_not_apply	0.010	0.830	0.160	0.740	0.560	false
http-servers/http-servers-sava#x402#SvmExactVerifier.verify#ConditionalsBoundaryMutator#SURVIVED#94	swapped	does_not_apply	0.000	0.910	0.090	0.860	0.530	false
http-servers/http-servers-sava#x402#SvmExactVerifier.verify#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#88	real	does_not_apply	0.020	0.850	0.130	0.770	0.460	false
http-servers/http-servers-sava#x402#SvmExactVerifier.verify#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#88	swapped	does_not_apply	0.010	0.880	0.110	0.830	0.610	false
http-servers/http-servers-sava#x402#SvmExactVerifier.verify#RemoveConditionalMutator_ORDER_IF#SURVIVED#94	real	cannot_tell	0.320	0.190	0.490	0.230	0.260	false
http-servers/http-servers-sava#x402#SvmExactVerifier.verify#RemoveConditionalMutator_ORDER_IF#SURVIVED#94	swapped	does_not_apply	0.030	0.770	0.200	0.650	0.250	false
http-servers/http-servers-sava#x402#SvmExactVerifier.verify#RemoveConditionalMutator_ORDER_IF#SURVIVED#94	real	cannot_tell	0.320	0.190	0.490	0.230	0.260	false
http-servers/http-servers-sava#x402#SvmExactVerifier.verify#RemoveConditionalMutator_ORDER_IF#SURVIVED#94	swapped	does_not_apply	0.030	0.770	0.200	0.650	0.250	false
incident-client/incident-core#api#IncidentAlertRecord$IncidentAlertBuilder.<init>#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#39	real	applies	0.790	0.210	0.000	0.680	0.270	true
incident-client/incident-core#api#IncidentAlertRecord$IncidentAlertBuilder.<init>#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#39	swapped	does_not_apply	0.110	0.890	0.000	0.840	0.210	true
incident-client/incident-core#api#IncidentAlertRecord$IncidentAlertBuilder.create#ConditionalsBoundaryMutator#SURVIVED#56	real	applies	0.980	0.020	0.000	0.960	0.940	true
incident-client/incident-core#api#IncidentAlertRecord$IncidentAlertBuilder.create#ConditionalsBoundaryMutator#SURVIVED#56	swapped	does_not_apply	0.030	0.970	0.000	0.950	0.910	false
incident-client/incident-core#api#IncidentAlertRecord$IncidentAlertBuilder.create#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#56	real	applies	0.990	0.010	0.000	0.990	0.940	true
incident-client/incident-core#api#IncidentAlertRecord$IncidentAlertBuilder.create#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#56	swapped	does_not_apply	0.120	0.880	0.000	0.820	0.910	false
incident-client/incident-core#api#IncidentAlertRecord$IncidentAlertBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#56	real	applies	0.980	0.020	0.000	0.980	0.930	true
incident-client/incident-core#api#IncidentAlertRecord$IncidentAlertBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#56	swapped	does_not_apply	0.250	0.750	0.000	0.610	0.910	false
incident-client/incident-core#api#IncidentAlertRecord$IncidentAlertBuilder.customDetail#RemoveConditionalMutator_EQUAL_IF#SURVIVED#103	real	applies	0.930	0.070	0.000	0.890	0.960	true
incident-client/incident-core#api#IncidentAlertRecord$IncidentAlertBuilder.customDetail#RemoveConditionalMutator_EQUAL_IF#SURVIVED#103	swapped	does_not_apply	0.100	0.900	0.000	0.840	0.950	false
incident-client/incident-core#api#IncidentClients.createClient#NullReturnValsMutator#NO_COVERAGE#33	real	applies	0.800	0.190	0.010	0.700	0.930	true
incident-client/incident-core#api#IncidentClients.createClient#NullReturnValsMutator#NO_COVERAGE#33	swapped	does_not_apply	0.350	0.630	0.020	0.450	0.940	false
incident-client/incident-core#api#IncidentClients.createClient#NullReturnValsMutator#NO_COVERAGE#37	real	applies	0.810	0.180	0.010	0.720	0.950	true
incident-client/incident-core#api#IncidentClients.createClient#NullReturnValsMutator#NO_COVERAGE#37	swapped	does_not_apply	0.210	0.780	0.010	0.670	0.940	false
incident-client/incident-core#api#IncidentClients.createClient#NullReturnValsMutator#NO_COVERAGE#41	real	applies	0.670	0.310	0.020	0.500	0.950	true
incident-client/incident-core#api#IncidentClients.createClient#NullReturnValsMutator#NO_COVERAGE#41	swapped	does_not_apply	0.300	0.680	0.020	0.530	0.950	false
incident-client/incident-core#api#IncidentClients.loadFactory#NullReturnValsMutator#NO_COVERAGE#47	real	applies	0.730	0.250	0.020	0.600	0.930	true
incident-client/incident-core#api#IncidentClients.loadFactory#NullReturnValsMutator#NO_COVERAGE#47	swapped	does_not_apply	0.180	0.800	0.020	0.710	0.940	false
incident-client/incident-core#api#IncidentServiceVal.retry#ConditionalsBoundaryMutator#SURVIVED#71	real	applies	0.900	0.100	0.000	0.840	0.400	true
incident-client/incident-core#api#IncidentServiceVal.retry#ConditionalsBoundaryMutator#SURVIVED#71	swapped	does_not_apply	0.070	0.930	0.000	0.900	0.350	false
incident-client/incident-core#api#IncidentServiceVal.retry#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#71	real	applies	0.950	0.050	0.000	0.930	0.330	true
incident-client/incident-core#api#IncidentServiceVal.retry#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#71	swapped	does_not_apply	0.110	0.890	0.000	0.830	0.340	false
incident-client/incident-core#api#IncidentServiceVal.retry#RemoveConditionalMutator_ORDER_IF#SURVIVED#71	real	applies	0.940	0.060	0.000	0.900	0.370	true
incident-client/incident-core#api#IncidentServiceVal.retry#RemoveConditionalMutator_ORDER_IF#SURVIVED#71	swapped	does_not_apply	0.050	0.950	0.000	0.920	0.350	false
incident-client/incident-io#adapter#IncidentIoClientImpl.lambda$static$0#RemoveConditionalMutator_ORDER_IF#SURVIVED#26	real	applies	1.000	0.000	0.000	0.990	0.690	true
incident-client/incident-io#adapter#IncidentIoClientImpl.lambda$static$0#RemoveConditionalMutator_ORDER_IF#SURVIVED#26	swapped	applies	0.590	0.410	0.000	0.380	0.610	false
incident-client/incident-io#adapter#IncidentIoRequestException$Parser.create#ConditionalsBoundaryMutator#SURVIVED#105	real	applies	0.970	0.030	0.000	0.960	0.190	true
incident-client/incident-io#adapter#IncidentIoRequestException$Parser.create#ConditionalsBoundaryMutator#SURVIVED#105	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.160	true
incident-client/incident-io#adapter#IncidentIoRequestException$Parser.create#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#105	real	applies	0.860	0.140	0.000	0.780	0.170	true
incident-client/incident-io#adapter#IncidentIoRequestException$Parser.create#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#105	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.180	true
incident-client/incident-io#config#IncidentIoConfig$Parser.test#BooleanTrueReturnValsMutator#SURVIVED#219	real	applies	0.820	0.180	0.000	0.720	0.210	true
incident-client/incident-io#config#IncidentIoConfig$Parser.test#BooleanTrueReturnValsMutator#SURVIVED#219	swapped	does_not_apply	0.070	0.930	0.000	0.900	0.170	true
incident-client/incident-io#request#CreateIncidentRequestRecord.appendArray#ConditionalsBoundaryMutator#SURVIVED#175	real	applies	0.990	0.010	0.000	0.980	0.960	true
incident-client/incident-io#request#CreateIncidentRequestRecord.appendArray#ConditionalsBoundaryMutator#SURVIVED#175	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.950	false
incident-client/incident-io#request#CreateIncidentRequestRecord.body#ConditionalsBoundaryMutator#SURVIVED#157	real	applies	1.000	0.000	0.000	1.000	0.830	true
incident-client/incident-io#request#CreateIncidentRequestRecord.body#ConditionalsBoundaryMutator#SURVIVED#157	swapped	does_not_apply	0.050	0.950	0.000	0.930	0.760	false
incident-client/incident-pagerduty#adapter#PagerDutyEventClientImpl.lambda$static$1#RemoveConditionalMutator_ORDER_IF#SURVIVED#80	real	applies	0.990	0.010	0.000	0.980	0.600	true
incident-client/incident-pagerduty#adapter#PagerDutyEventClientImpl.lambda$static$1#RemoveConditionalMutator_ORDER_IF#SURVIVED#80	swapped	does_not_apply	0.110	0.890	0.000	0.840	0.560	false
incident-client/incident-pagerduty#adapter#PagerDutyRequestException$PagerDutyRequestExceptionBuilder.create#ConditionalsBoundaryMutator#SURVIVED#81	real	applies	0.730	0.260	0.010	0.600	0.970	true
incident-client/incident-pagerduty#adapter#PagerDutyRequestException$PagerDutyRequestExceptionBuilder.create#ConditionalsBoundaryMutator#SURVIVED#81	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.970	false
incident-client/incident-pagerduty#adapter#PagerDutyServiceVal.changeEvent#ConditionalsBoundaryMutator#SURVIVED#254	real	applies	0.520	0.470	0.010	0.280	0.600	true
incident-client/incident-pagerduty#adapter#PagerDutyServiceVal.changeEvent#ConditionalsBoundaryMutator#SURVIVED#254	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.580	false
incident-client/incident-pagerduty#adapter#PagerDutyServiceVal.changeEvent#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#254	real	applies	0.880	0.120	0.000	0.820	0.750	true
incident-client/incident-pagerduty#adapter#PagerDutyServiceVal.changeEvent#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#254	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.600	false
incident-client/incident-pagerduty#adapter#PagerDutyServiceVal.resolveEvent#ConditionalsBoundaryMutator#SURVIVED#114	real	applies	0.500	0.490	0.010	0.260	0.350	true
incident-client/incident-pagerduty#adapter#PagerDutyServiceVal.resolveEvent#ConditionalsBoundaryMutator#SURVIVED#114	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.300	false
incident-client/incident-pagerduty#adapter#PagerDutyServiceVal.resolveEvent#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#114	real	applies	0.840	0.160	0.000	0.760	0.390	true
incident-client/incident-pagerduty#adapter#PagerDutyServiceVal.resolveEvent#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#114	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.340	false
incident-client/incident-pagerduty#adapter#PagerDutyServiceVal.triggerEvent#ConditionalsBoundaryMutator#SURVIVED#194	real	applies	0.610	0.380	0.010	0.420	0.550	true
